ARO	ID	Name	NCBI
3003324	g1558	Bacillus_subtilis_mprF	AL009126
3003411	g2086	Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_tetracycline	U00096
3003379	g1894	Salmonella_enterica_ramR_mutants	CP001138.1
3003437	g2133	Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_viomycin	AL123456.3
3003399	g2136	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A	U00096
3003405	g2140	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin	U00096
3003406	g2146	Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_streptomycin	U00096
3003497	g2152	Neisseria_meningitidis_16S_rRNA_mutation_conferring_resistance_to_spectinomycin	NC_003112
3003396	g2157	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_gentamicin_C	U00096
3002598	g339	ANT(3'')-Ii-AAC(6')-IId_fusion_protein	AF453998
3002501	g1	PDC-4	FJ666067
3003679	g2192	TriA	AE004091.2
3003680	g2193	TriB	AE004091.2
3003681	g2194	TriC	AE004091.2
3003682	g2195	OpmH	AE004091.2
3003684	g2196	Pseudomonas_aeruginosa_gyrA_conferring_resistance_to_fluoroquinolones	AE004091.2
3003698	g2211	mexP	AB219524.1
3003699	g2212	mexQ	AB219524.1
3003308	g1450	Escherichia_coli_parC_conferring_resistance_to_fluoroquinolones	U00096.3
3003310	g2083	Mycoplasma_hominis_parC_conferring_resistance_to_fluoroquinolones	CP011538.1
3003382	g2075	Salmonella_enterica_soxR_with_mutation_conferring_antibiotic_resistance	AL513382.1
3003485	g2093	Chlamydophila_psittaci_16S_rRNA_mutation_conferring_resistance_to_spectinomycin	AB001778.1
3003333	g2096	Escherichia_coli_16S_rRNA_(rrsC)_mutation_conferring_resistance_to_kasugamicin	U00096
3003504	g2143	Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_gentamicin	NR_044732.2
3003436	g2132	Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_kanamycin	AL123456.3
3003410	g2145	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tetracycline	U00096
3003503	g2127	Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_kanamycin	NR_044732.2
3003502	g2154	Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_spectinomycin	NR_044732.2
3003540	g2102	Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_hygromycin_B	X52922.1
3003539	g2149	Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_hygromycin_B	NC_008596.1
3003518	g2122	Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_neomycin	NR_114659.1
3003240	g2128	Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_gentamicin	CU458896.1
3003543	g2106	Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_kanamycin_A	NC_008596.1
3003516	g2111	Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_tobramycin	NR_114659.1
3003541	g2088	Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin	NC_008596.1
3003239	g2084	Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_amikacin	CU458896.1
3003545	g2141	Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin	NC_008596.1
3003238	g2105	Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_neomycin	CU458896.1
3003499	g2155	Cutibacterium_acnes_16S_rRNA_mutation_conferring_resistance_to_tetracycline	NR_040847.1
3003542	g2099	Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A	NC_008596.1
3003514	g2100	Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_amikacin	NR_114659.1
3003517	g2091	Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_gentamicin_C	NR_114659.1
3003546	g2142	Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_viomycin	NC_008596.1
3003236	g2090	Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_kanamycin	CU458896.1
3003237	g2126	Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_tobramycin	CU458896.1
3003685	g2198	Pseudomonas_aeruginosa_parE_conferring_resistance_to_fluoroquinolones	AE004091.2
3003687	g2200	APH(3')-VI	KC170992.1
3003689	g2203	MCR-1.1	KP347127
3003692	g2205	MexJ	AE004091.2
3003693	g2206	MexK	AE004091.2
3003030	g2207	MexV	AE004091.2
3003031	g2208	MexW	NC_002516.2
3003700	g2213	opmE	AB219524.1
3003704	g2216	mexM	AB219523.1
3003705	g2217	mexN	AB219523.1
3003710	g2219	MexL	AE004091.2
3003712	g2222	VEB-1b	AF324834.1
3003677	g2191	AAC(6')-Iaj	AB709942
3003713	g2227	VCC-1	KT818596
3003670	g2228	PEDO-1	KP109677
3003714	g2229	PEDO-2	KP109678
3003715	g2230	PEDO-3	KP109679
3003716	g2231	CPS-1	KP109675
3003717	g2232	ESP-1	KP109681
3003718	g2233	MSI-1	KP109676
3003719	g2234	MSI-OXA	KP109676
3003720	g2235	SPG-1	KP109680
3004612	g3307	Escherichia_coli_ampH_beta-lactamase	AP012030.1
3001743	g3452	OXA-288	APRN01000033.1
3002934	g2139	vanSD	EU999036
3002914	g2240	vanJ	AL939117.1
3003724	g2242	vanWI	AP008230.1
3003731	g2248	fusD	CP022056.2
3003573	g2249	LpxA	CP010781.1
3003574	g2251	LpxC	CP010781.1
3003361	g2257	Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A	U67308.1
3003742	g2259	mphG	AB571865.1
3003702	g2215	Pseudomonas_aeruginosa_gyrA_and_parC_conferring_resistance_to_fluoroquinolones	AB003428.1
3003686	g2224	Pseudomonas_aeruginosa_oprD_with_mutation_conferring_resistance_to_imipenem	AE004091.2
3003723	g2241	vanI	LOCK01000072.1
3003727	g2245	vanKI	AP008230.1
3003728	g2246	vanRI	AP008230.1
3003725	g2243	vanXI	CP001336.1
3003709	g2223	MexZ	AE004091.2
3001534	g3480	OXA-346	KF048919.1
3003595	g3509	OXA-439	KP727573.1
3003634	g3539	OXA-477	KR182170.1
3003744	g2260	vatF	AF170730
3003762	g2261	lnuE	KF287643
3003745	g2262	mefC	AB571865.1
3003748	g2264	oleC	L06249
3003749	g2265	salA	KC693025
3001301	g2274	RlmA(II)	CP007593.1
3003655	g3311	ACT-38	KP836350.1
3004622	g3320	QnrS10	JN836269.1
3003688	g2201	PvrR	AF482691.2
3003730	g2278	Bifidobacterium_bifidum_ileS_conferring_resistance_to_mupirocin	CP001840.1
3003770	g2279	Listeria_monocytogenes_mprF	AL591981.1
3003772	g2281	Brucella_suis_mprF	AE014292
3003773	g2282	Clostridium_perfringens_mprF	CP000312.1
3003774	g2283	Streptococcus_agalactiae_mprF	AE009948.1
3003729	g2276	Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin	X74219
3003775	g2284	Escherichia_coli_murA_with_mutation_conferring_resistance_to_fosfomycin	CP009072
3003784	g2290	Mycobacterium_tuberculosis_intrinsic_murA_conferring_resistance_to_fosfomycin	HE608151
3004616	g3312	Mycoplasma_genitalium_23S_rRNA_mutations_confers_resistance_to_fluoroquinolone_and_macrolide_antibiotics	L43967.2
3003767	g2277	mphM	CP014284.1
3003733	g2250	fusC	BX571857.1
3003769	g651	Staphylococcus_aureus_mprF	HM140977
3003746	g2263	optrA	KP399637
3003761	g2268	eatAv	KF010779.1
3003735	g2254	Staphylococcus_aureus_fusA_with_mutation_conferring_resistance_to_fusidic_acid	BX571856
3003737	g2256	Staphylococcus_aureus_fusE_with_mutation_conferring_resistance_to_fusidic_acid	CP002114.2
3003760	g2272	Enterococcus_faecalis_cls_with_mutation_conferring_resistance_to_daptomycin	CP002621.1
3003776	g2285	Staphylococcus_aureus_murA_with_mutation_conferring_resistance_to_fosfomycin	BX571856.1
3000510	g2271	Staphylococcus_aureus_mupB_conferring_resistance_to_mupirocin	JQ231224
3000521	g2270	Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin	X75439
3003372	g2080	Escherichia_coli_16S_rRNA_(rrsH)_mutation_conferring_resistance_to_spectinomycin	U00096
3003855	g3314	ADC-10	DQ883640.1
3004617	g3315	ADC-30	JF265068.1
3004618	g3316	ADC-58	JQ319653.1
3004613	g3308	Tet(47)	KR857681.1
3004615	g3310	ADC-11	GU591983.1
3003793	g2298	SPM-1	AJ492820.1
3001831	g3313	ACT-8	FN645445.1
3004619	g3317	ADC-59	JQ319654.1
3003820	g2317	mgrB	NC_000913.3
3003777	g2286	Borreliella_burgdorferi_murA_with_mutation_conferring_resistance_to_fosfomycin	AE000783.1
3004621	g3321	AAC(3)-IIe	EU022315.1
3003779	g2288	Mycobacterium_tuberculosis_variant_bovis_ndh_with_mutation_conferring_resistance_to_isoniazid	AM408590.1
3003838	g2324	gadW	CP015085.1
3003796	g2300	Acinetobacter_baumannii_ampC_beta-lactamase	CP001182.1
3003835	g2321	cdeA	AJ574887.1
3001551	g3481	OXA-364	JX306689.2
3003359	g2310	Streptomyces_cinnamoneus_EF-Tu_mutants_conferring_resistance_to_elfamycin	X98831.1
3003789	g2294	Campylobacter_jejuni_gyrA_conferring_resistance_to_fluoroquinolones	AL111168.1
3003817	g2314	Acinetobacter_baumannii_gyrA_conferring_resistance_to_fluoroquinolones	CP010781.1
3003805	g2305	Enterococcus_faecalis_gshF_with_mutation_conferring_daptomycin_resistance	CP014949.1
3003797	g2301	Enterococcus_faecalis_YybT_with_mutation_conferring_daptomycin_resistance	AE016830.1
3003807	g2306	Escherichia_coli_acrR_with_mutation_conferring_multidrug_antibiotic_resistance	U00096.3
3003808	g2307	carO	KP658477.1
3003596	g3510	OXA-440	KP727574.1
3003788	g2293	Bacillus_subtilis_pgsA_with_mutation_conferring_resistance_to_daptomycin	BA000033.2
3003794	g2299	Staphylococcus_aureus_walK_with_mutation_conferring_resistance_to_daptomycin	BX571856
3003818	g2315	Acinetobacter_baumannii_parC_conferring_resistance_to_fluoroquinolones	NZ_CP009257.1
3003790	g2295	Enterococcus_faecium_liaF_mutant_conferring_daptomycin_resistance	LN999844.1
3003791	g2296	Enterococcus_faecalis_liaS_mutant_conferring_daptomycin_resistance	AE016830.1
3003792	g2297	Enterococcus_faecalis_liaR_mutant_conferring_daptomycin_resistance	AE016830.1
3003809	g2308	Acinetobacter_baumannii_OprD_conferring_resistance_to_imipenem	CP006768.1
3003635	g3540	OXA-478	KR182171.1
3004784	g3583	FAR-1	AF024601.1
3004844	g3640	LEN-41	MK161461.1
3003204	g2326	TLA-3	AP014611.1
3004620	g3318	ADC-60	JQ692087.1
3003842	g2328	MUS-2	KP658209.1
3002191	g2329	MOX-9	KJ746495.1
3003200	g3319	AAC(6')-Ian	AP014611
3003841	g2331	kdpE	U00096.3
3002474	g2333	LEN-26	JX124390.1
3003848	g2335	ADC-2	AY177427.1
3004623	g3322	AAC(3)-IId	EU022314.1
3004624	g3323	QnrS11	JQ269335.1
3004626	g3324	Erm(49)	MWVR01000009.1
3006357	g4253	ADC-188	NG_064711.1
3004629	g3328	AAC(6')-Im	AF337947.1
3004631	g3330	Mycoplasma_genitalium_gyrA_mutation_confers_resistance_to_fluoroquinolones	L43967.2
3004633	g3332	ADC-67	JX169789.1
3004634	g3333	ADC-73	KP881233.1
3004635	g3334	AAC(6')-Il	U13880.2
3004636	g3335	qnrE1	KY073238.1
3004637	g3336	qnrE2	CP018961.1
3004639	g3337	Corynebacterium_striatum_tetA	NC_004939.1
3004640	g3339	dfrA15b	AJ867237.1
3004641	g3340	aacA43	HQ247816.1
3004643	g3341	Erm(K)	NG_047831.1
3004644	g3343	dfrA6_from_Proteus_mirabilis	Z86002.1
3004645	g3344	dfrI	CP000602.1
3004647	g3346	AQU-2	KF730243.1
3004649	g3348	cfr(B)	HG002396.1
3004650	g3349	tetU	U01917.1
3003894	g2375	Rm3	KF485393.2
3000818	g1670	nalC	AE004091.2
3003890	g2373	Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3003889	g2372	Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3003896	g383	Pseudomonas_mutant_PhoQ_conferring_resistance_to_colistin	AE004091.2
3003311	g660	Streptococcus_pneumoniae_parC_conferring_resistance_to_fluoroquinolones	NC_003098.1
3003847	g2334	ADC-1	AJ009979.1
3003849	g2336	ADC-3	AY178995.1
3003850	g2337	ADC-4	AY178996.1
3003852	g2339	ADC-6	MG601730.1
3003853	g2340	ADC-7	AY648950.1
3003854	g2341	ADC-8	AM293332.3
3003851	g2338	ADC-5	AJ575184.1
3003856	g2342	ADC-12	AM283529.1
3003893	g2374	Escherichia_coli_UhpA_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3003893	g2376	Escherichia_coli_UhpA_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3004625	g3325	QnrS12	MKQI01000097.1
3003905	g2383	ANT(4')-Ib	GQ900432.1
3004632	g3331	ADC-62	JQ867374.1
3003928	g2404	Neisseria_gonorrhoeae_gyrA_conferring_resistance_to_fluoroquinolones	AE004969.1
3003908	g2387	Erm(47)	KU612222.1
3004638	g3338	AAC(6')-Iag	AB472901.2
3004642	g3342	dfrA3b	AY162283.2
3004648	g3347	AQU-3	KF730244.1
3002539	g639	AAC(3)-IV	DQ241380.1
3001555	g2396	OXA-368	KT736121.1
3003158	g2398	TEM-220	KM998962.1
3003922	g2399	oqxA	EU370913.1
3003923	g2400	oqxB	EU370913.1
3004692	g3398	aadA10	U37105.2
3003309	g2104	Ureaplasma_urealyticum_parC_conferring_resistance_to_fluoroquinolones	NC_002162.1
3003924	g2401	Haemophilus_parainfluenzae_gyrA_conferring_resistance_to_fluoroquinolones	FQ312002.1
3003925	g2402	Haemophilus_parainfluenzae_parC_conferring_resistance_to_fluoroquinolones	NC_015964.1
3003926	g2403	Salmonella_enterica_gyrA_conferring_resistance_to_fluoroquinolones	AE006468.2
3003929	g2405	Neisseria_gonorrhoeae_parC_conferring_resistance_to_fluoroquinolones	AE004969.1
3003930	g2406	rpsJ	AE004969.1
3003931	g2407	Capnocytophaga_gingivalis_gyrA_conferring_resistance_to_fluoroquinolones	ACLQ01000019.1
3001746	g3454	OXA-291	APRL01000010.1
3003939	g2410	Salmonella_enterica_parC_conferring_resistance_to_fluoroquinolones	AE006468.2
3003918	g2395	apmA	FN806789.3
3003940	g2411	Shigella_flexneri_gyrA_conferring_resistance_to_fluoroquinolones	AE005674.2
3003941	g2412	Shigella_flexneri_parC_conferring_resistance_to_fluoroquinolones	AE005674.2
3003937	g2409	Neisseria_meningititis_PBP2_conferring_resistance_to_beta-lactam	AE002098.2
3003942	g2416	abcA	XM_748018.1
3001558	g3482	OXA-372	KJ746496.1
3003042	g1035	Streptococcus_pneumoniae_PBP2b_conferring_resistance_to_amoxicillin	AE007317.1
3003907	g2386	cipA	CP001793.1
3003597	g3511	OXA-441	JX865394.1
3003636	g3541	OXA-479	KR182172.1
3004786	g3584	FIM-1	JX570731.1
3004788	g3585	FONA-1	AJ251239.1
3004795	g3591	FPH-1	CP010019.1
3003917	g2394	Staphylococcus_aureus_menA_with_mutation_conferring_resistance_to_lysocin	CP000253.1
3003901	g2380	Staphylococcus_aureus_GlpT_with_mutation_conferring_resistance_to_fosfomycin	BX571856.1
3003900	g2378	Escherichia_coli_cyaA_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3003900	g2379	Escherichia_coli_cyaA_with_mutation_conferring_resistance_to_fosfomycin	HG738867
3003902	g2381	Staphylococcus_aureus_UhpT_with_mutation_conferring_resistance_to_fosfomycin	BX571856.1
3004627	g3326	QnrS15	MK303617.1
3004652	g3351	Erm(O)-lrm	M74717.1
3003948	g2421	efrA	NZ_PTWF01000025.1
3003949	g2422	efrB	HG970103.1
3003950	g2423	msbA	U00096.3
3003953	g2425	hmrM	CP002276.1
3004654	g3353	Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin	NR_076234.1
3003954	g2426	efmA	AB467372.1
3003955	g2427	efpA	AL123456.3
3003961	g2428	farA	AE002098.2
3003962	g2429	farB	AE002098.2
3003964	g2430	hp1181	AE000511.1
3003967	g2433	lfrA	U40487.1
3003969	g2435	lmrP	CP000259.1
3003895	g1600	Pseudomonas_mutant_PhoP_conferring_resistance_to_colistin	AE004091.2
3006358	g4254	ADC-189	NG_064712.1
3003970	g2436	D-Ala-D-Ala_ligase	AY168442.1
3004656	g3355	catII_from_Escherichia_coli_K-12	X53796.1
3004657	g3357	catA4	M11587.1
3003971	g2445	Erm(44)v	HG796218.2
3004658	g3358	catA8	JQ922409.1
3004659	g3359	Mef(En2)	AF251288.1
3004660	g3360	catB11	CP008790.1
3003325	g2144	Mycobacterium_tuberculosis_variant_bovis_embB_with_mutation_conferring_resistance_to_ethambutol	BX248333
3004651	g3361	lin	CP002003.1
3004661	g3362	Staphylococcus_aureus_FosB	AHLO01000073.1
3004662	g3363	MCR-3.3	MF495680.1
3004663	g3364	FusF	CP027422.1
3004667	g3367	Staphylococcus_aureus_norA	D90119.1
3003952	g2424	YojI	U00096.3
3003966	g2432	Klebsiella_pneumoniae_OmpK35	NC_016845.1
3003968	g2434	Klebsiella_pneumoniae_OmpK36	NC_016845.1
3004670	g3369	FosB1	AP006717.1
3004671	g3370	FosB4	KR870311.1
3004628	g3327	AAC(2')-IIa	AB669090.1
3001751	g3356	OXA-296	APOH01000009.1
3004563	g3269	Clostridioides_difficile_rpoB_with_mutation_conferring_resistance_to_rifampicin	CP001666.1
3003974	g2462	Cutibacterium_acnes_gyrA_conferring_resistance_to_fluoroquinolones	CP003084.1
3004665	g3365	cmlA8	EU182575.1
3004669	g3368	emtA	AF403298.1
3004672	g3371	FosB5	KT032253.1
3004675	g3374	aphA15	Y18050.2
3001747	g3455	OXA-292	APRO01000007.1
3001559	g3483	OXA-373	HG931732.1
3003598	g3512	OXA-442	KP844571.1
3003637	g3542	OXA-480	KR872296.1
3004789	g3586	FONA-2	AJ251240.1
3004797	g3592	FRI-1	KT192551.1
3003977	g2476	Halobacterium_salinarum_16S_rRNA_mutation_conferring_resistance_to_pactamycin	KY084523.1
3004693	g3391	MCR-3.12	MG564491.1
3004699	g3397	sta	M16183.1
3003510	g2478	Helicobacter_pylori_16S_rRNA_mutation_conferring_resistance_to_tetracycline	CP003904.1
3004845	g3641	LEN-42	MK161462.1
3003978	g2482	Chlamydomonas_reinhardtii_16S_rRNA_(rrnS)_mutation_conferring_resistance_to_streptomycin	NC_005353.1
3004165	g2812	Mycobacteroides_chelonae_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin	GU143889.1
3004666	g3366	pexA	HM537013.1
3004673	g3372	FosB6	KR870314.1
3004677	g3376	rmtD2	HQ401565.1
3003980	g2517	tetA(58)	KX531044.1
3004680	g3379	APH(3')-VIIIa	AF182845.2
3003982	g2519	LlmA_23S_ribosomal_RNA_methyltransferase	KX531046.1
3003983	g2520	CatU	KX531047.1
3003984	g2521	BahA	KX531048.1
3003986	g2522	TaeA	KX531049.1
3003987	g2523	VatI	KX531050.1
3003988	g2524	AAC(2')-IIb	KX531051.1
3003989	g2525	AAC(6')-34	KX531053.1
3003990	g2526	vgbC	KX531055.1
3003991	g2527	mphI	KX531056.1
3003992	g2528	rphB	KX531052.1
3003994	g2529	cpaA	KX531054.1
3004683	g3382	aadS	M72415.1
3004684	g3383	MCR-9.1	NC_021819.1
3004685	g3384	MCR-1.5	KY283125.1
3004688	g3387	MCR-1.11	KY853650.2
3004681	g3380	Clostridioides_difficile_rpoC_with_mutation_conferring_resistance_to_vancomycin	CP010905.2
3004682	g3381	aadA27	LN873256.1
3004704	g3399	aadA8b	AM040708.1
3004715	g3400	vga(E)_Staphylococcus_cohnii	KF540226.1
3004719	g3401	Tet(X3)	MK134375.1
3001748	g3456	OXA-293	NG_050610.1
3001578	g3485	OXA-392	AY139600.1
3003981	g2518	tetB(58)	KX531045.1
3003995	g2550	Clostridioides_difficile_gyrA_conferring_resistance_to_fluoroquinolones	AM180355.1
3003547	g2098	Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_viomycin	NC_008596.1
3004674	g3373	FosD	AB304512.1
3004678	g3377	rmtE	GU201947.1
3004686	g3385	MCR-1.7	KY488488.1
3004689	g3388	MCR-1.12	LC337668.1
3004694	g3392	MCR-4.2	MG822663.1
3004720	g3402	Tet(X4)	MK134376.1
3004721	g3403	Mycobacterium_tuberculosis_rpsA_mutations_conferring_resistance_to_pyrazinamide	AL123456.3
3001749	g3457	OXA-294	APPC01000015.1
3004730	g3484	tva(A)	LT970863.1
3001586	g3486	OXA-400	KJ780078.1
3003599	g3513	OXA-443	CM009147.1
3003639	g3543	OXA-482	KP264124.1
3004790	g3587	FONA-3	AJ251241.1
3004798	g3593	FRI-2	KX620467.1
3004846	g3642	LEN-43	MK161460.1
3004870	g3668	NDM-27	MK105832.1
3004925	g3727	Mycobacterium_tuberculosis_mshA_mutations_conferring_resistance_to_isoniazid	AL123456.3
3003870	g2355	ADC-31	CP001921.1
3003871	g2356	ADC-39	EU652244.1
3003374	g2092	Klebsiella_aerogenes_acrR_with_mutation_conferring_multidrug_antibiotic_resistance	AJ306389.1
3004679	g3378	rmtE2	KT428293.1
3004687	g3386	MCR-1.8	KY683842.1
3004690	g3389	MCR-1.13	MG384739.1
3004695	g3393	MCR-4.3	MG026621.1
3001588	g3405	OXA-402	KJ780077.1
3001717	g3428	OXA-261	APQV01000009.1
3001750	g3458	OXA-295	APRW01000016.1
3001587	g3487	OXA-401	KJ780076.1
3003600	g3514	OXA-444	LC030179.1
3003640	g3544	OXA-483	KP264125.1
3004791	g3588	FONA-4	AJ251242.1
3004799	g3594	FRI-3	KY524440.1
3004801	g3595	FTU-1	CP001633.1
3004802	g3596	GOB-10	AY647247.1
3004847	g3643	LEN-51	CP033631.1
3004871	g3669	NDM-28	MK425035.1
3006359	g4255	ADC-190	NG_064713.1
3004073	g2717	MuxA	AE004091.2
3003778	g2287	Mycolicibacterium_smegmatis_ndh_with_mutation_conferring_resistance_to_isoniazid	CP009496.1
3004691	g3390	MCR-3.4	FLXA01000011.1
3004696	g3394	MCR-4.4	MG822665.1
3001452	g3406	OXA-140	KR780479.1
3001718	g3429	OXA-262	APRA01000005.1
3001752	g3459	OXA-297	APRR01000006.1
3001589	g3488	OXA-403	KJ920337.1
3000462	g515	mgtA	DQ185434
3004697	g3395	MCR-4.5	MG822664.1
3001707	g3407	OXA-103	APQF01000011.1
3001719	g3430	OXA-263	APQY01000006.1
3001753	g3460	OXA-298	APSA01000003.1
3004054	g2685	Pseudomonas_aeruginosa_CpxR	LT673656.1
3001595	g3489	OXA-404	KJ920338.1
3003602	g3515	OXA-446	KR061495.1
3003641	g3545	OXA-484	KR401105.1
3004792	g3589	FONA-5	AJ251243.1
3004803	g3597	GOB-11	AY647248.1
3004848	g3644	LEN-55	NLDD01000006.1
3004036	g2646	tetB(60)	KX000273.1
3004032	g2643	tetA(46)	HQ652506.1
3004033	g2644	tetB(46)	HQ652506.1
3004035	g2645	tetA(60)	KX000272.1
3002705	g522	floR	AF231986
3004072	g2716	OpmB	AE004091.2
3004698	g3396	MCR-5.2	MG384740.1
3000849	g347	SFH-1	AF197943
3000620	g2654	adeL	KR297239.1
3002312	g1745	KPC-2	AY034847
3004038	g2655	Pseudomonas_aeruginosa_emrE	AE004091.2
3004039	g2656	Escherichia_coli_emrE	Z11877.1
3001444	g3408	OXA-122	EU255291.1
3004041	g2659	Klebsiella_pneumoniae_acrA	AJ318073.1
3004042	g2660	Enterobacter_cloacae_acrA	DQ679966
3004043	g2661	Escherichia_coli_acrA	U00096.3
3001720	g3431	OXA-264	APQQ01000012.1
3001754	g3461	OXA-299	APQD01000016.1
3001596	g3490	OXA-405	KM589641.1
3003603	g3516	OXA-447	KR061496.1
3003642	g3546	OXA-485	LLNM01000004.1
3004045	g2666	Escherichia_coli_fabI_mutations_conferring_resistance_to_isoniazid_and_triclosan	U00096.3
3004793	g3590	FONA-6	AJ251244.1
3004804	g3598	GOB-12	AY647249.1
3004849	g3645	LEN-58	UKAA01000001.1
3003043	g320	Streptococcus_pneumoniae_PBP2x_conferring_resistance_to_amoxicillin	JN645706
3006360	g4256	ADC-191	NG_064714.1
3003801	g2303	bcr-1	CP012901.1
3000506	g1474	MexR	AE004091.2
3004049	g2681	Escherichia_coli_fabG_mutations_conferring_resistance_to_triclosan	U00096.3
3000819	g1213	nalD	AE004091.2
3001445	g3409	OXA-123	EU255292.1
3003072	g1240	mphL	ACMJ01000036.1
3004056	g2688	ArmR	AE004091.2
3001721	g3432	OXA-265	PXZD01000001.1
3004058	g2689	Staphylococcus_aureus_23S_rRNA_with_mutation_conferring_resistance_to_linezolid	NZ_CP009828.1
3004059	g2691	Type_A_NfxB	AE004091.2
3001755	g3462	OXA-300	APPK01000054.1
3004060	g2693	Type_B_NfxB	AE004091.2
3001597	g3491	OXA-406	KJ584915.1
3004063	g2697	EdeQ	KC771276.1
3003604	g3517	OXA-448	KR061497.1
3003643	g3547	OXA-486	CP038661.1
3004805	g3599	GOB-13	AY647250.1
3004069	g2706	MvaT	NC_002516.2
3001205	g255	BRP(MBL)	KC503911.1
3003751	g2267	Escherichia_coli_nfsA_mutations_conferring_resistance_to_nitrofurantoin	U00096.3
3000179	g1897	tet(L)	M11036
3003583	g249	basS	JQ340365
3003785	g2291	Chlamydia_trachomatis_intrinsic_murA_conferring_resistance_to_fosfomycin	AY152390
3003438	g2108	Enterococcus_faecium_EF-Tu_mutants_conferring_resistance_to_GE2270A	CP003583.1
3000804	g1300	MexF	AE004091.2
3003284	g624	Mycobacterium_leprae_rpoB_mutations_conferring_resistance_to_rifampicin	AL450380
3000379	g1305	OprM	AE004091.2
3003862	g2348	ADC-18	AM283523.1
3003863	g2349	ADC-19	AM283522.1
3003864	g2350	ADC-20	AM283521.1
3003865	g2351	ADC-21	AM283520.1
3003866	g2352	ADC-22	AM283519.1
3003867	g2353	ADC-23	AM283518.1
3004074	g2718	MuxB	AE004091.2
3001446	g3410	OXA-124	EU255293.1
3001722	g3433	OXA-266	APPO01000008.1
3004075	g2720	MuxC	AE004091.2
3001756	g3463	OXA-301	APQG01000050.1
3001598	g3492	OXA-407	KJ584916.1
3003605	g3518	OXA-449	KR061498.1
3003609	g3522	OXA-453	KR061507.1
3003645	g3548	OXA-488	SMRY02000082.1
3004734	g3549	ARL-1	KY363215.1
3004749	g3559	BCL-1	EF540343.1
3004761	g3565	BRO-1	U49269.2
3004806	g3600	GOB-14	AY647252.1
3004092	g2753	HMB-1	KU961660
3004745	g3557	MIR-23	KJ949106.1
3004077	g2734	PmpM	AE004091.2
3004086	g2750	APH(3')-VIIIb	ATGI01000028.1
3004087	g2751	APH(3')-IX	APPN01000061.1
3004085	g2749	lnuG	KX470419.1
3004089	g2752	ANT(3'')-IIa	X02340.1
3004090	g2754	ANT(3'')-IIb	APPC01000022.1
3004091	g2755	ANT(3'')-IIc	APOM01000001.1
3004093	g2756	NDM-17	KX812714
3003868	g2354	ADC-25	EF016355.1
3001447	g3411	OXA-125	EU255294.1
3004099	g2758	LpeA	CR628336.1
3004100	g2759	LpeB	CR628336.1
3001723	g3434	OXA-267	APQH01000006.1
3004102	g2770	kamB	NG_050561.1
